"Proxy","Platform","MetadataTransactionId","AccessToken","IsSuggestedRelease","ImageVersion","OperatingPlatform","ImageGuid","SoftwareAdvisory","DeferralNotice","RelatedImage","ImageName","ImageSize","ImageDescription","FeatureSetDescription","MinDram","MinFlash","EncryptionSoftwareIndicator","ImageChecksums","ImageLevelDocs","AsdImageException","IsDeleted","DeletedDate","MigrationReleaseVersion","MigrationTargetRetirementDate","MigrationReleaseLifeCycle"
,"Cisco.Ucs.ASD.Platform","515643177","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","4.1(3h)",,"C8F8081311020AF85567FC0736648C7E4EE8FA42",,,"Y","ucs-mini-k9-bundle-infra.4.1.3h.A.bin","1104946321","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6324 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 0c1bd59fb42cc2ba339810f8cfb45231, sha512_checksum = 0a9d298975e42f6d42607eff6334459f987342c4b6b434661a6a3f62fb4cd35adaf58576f101d1b50cae562fee150279b3fc8987facb57f676abce362773b326]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642286","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","4.1(3h)",,"48922DB353A997F227B820E9B6994518E32E9E07",,,"Y","ucs-k9-bundle-c-series.4.1.3h.C.bin","1837476906","Software for the UCS C-Series rack-mounted servers. This is software for UCS Manager based C-Series management.",,,,"N","[md5_checksum = f3b373d2ba71afe60d9bbf37c8a54e4c, sha512_checksum = cd5d4bf467ee0d5d86c708b8df7b3dfbcd422a31b00b23026f26c047c063737223777ed42cc071a71f7c966377ed73892a5a76868f2701cb519cd96766c354ac]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515643181","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","Y","4.0(4m)",,"F0CF1CAC4E03C3CED7FE50D8029B84AD7D568D6C",,,"Y","ucs-6400-k9-bundle-infra.4.0.4m.A.bin","2005886775","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6454 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 13b15fa990ce26585f47d39233bf7d4b, sha512_checksum = e0dd7de190214bc3c14b9da1a9b164d58430db437038d5917786acde38b49f775de4dc168ce097c883ef55ee775f22e10ff0836eb1c1bed685297bb2fd972c4b]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515643167","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","Y","4.0(4m)",,"93058C8D611E1BB1853CEA558F5D5E0121548E0B",,,"Y","ucs-k9-bundle-c-series.4.0.4m.C.bin","1768665784","Software for the UCS C-Series rack-mounted servers. This is software for UCS Manager based C-Series management.",,,,"N","[md5_checksum = 709711ea945d6394c8f154554d959821, sha512_checksum = 9d7cdc08c054ba0da4711adc66979ad647738e885dc461040cfafe3a4c90412d4e1dbb890e74ade1a8d01e16a9a8ccdb3995fa1f94f635b68a7d4c4dfd9568a9]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642282","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","Y","4.0(4m)",,"40239B107E39C362EEDA80031569E2923D8859A6",,,"Y","ucs-6300-k9-bundle-infra.4.0.4m.A.bin","1255886613","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6332 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 29064cdba59928e9b31965e67f3c3310, sha512_checksum = d07406fe5663b8858277b597088cad6b3071ac6ae178cc1e07bd6a760d8f03e440e83d6e1f23cf69c3eca1bda90e2878b1ec2d78e0a7cd90a4c4586b4b41ea14]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515643166","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","Y","4.0(4m)",,"800C2A18303E04E219D487881C721388EB930882",,,"Y","ucs-k9-bundle-infra.4.0.4m.A.bin","1005197619","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6200 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 60bc547b5b6d6c1316eb781654274f9a, sha512_checksum = 71802e6d34b9325a821450bf2ff53a06e2b1731921c5d44a645048d7d23e53c3846bd50954da35f40eb799d715ef042b122838e87bed35b2fbb9020c079c30b8]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642304","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","Y","4.0(4m)",,"BCEB9C6E0653AD43E8F7019029A842EDEF1D7B1A",,,"Y","ucs-mini-k9-bundle-infra.4.0.4m.A.bin","1055421419","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6324 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 15a78e2b7ad43307602c0df6eec9b628, sha512_checksum = a95271424877cf6c2ff3a7d9b59dca0e7af910aab291b048f0d4a9c9b5485b4771e01665a494e833d0839c3acfcd9154692ab79ffe35671f1de338bb290579ff]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642318","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","Y","4.0(4m)",,"F6756A60A59E9FDCB31B05D3840344C2DC23B362",,,"N","ucs-k9-bundle-b-series.4.0.4m.B.bin","654683599","Software for the UCS B-Series blade server products",,,,"N","[md5_checksum = 843bccdbd35ed2129d2acac3bc1b4919, sha512_checksum = 2c14c0a252c140eabbccf44a53e996ddb600d7a4cae236895cc850f7bc63dfbdd78ce405e0c6eb244440d4ae778b6491fb80387cb70ab13d648e4c0c28ee92f0]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642298","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.2(3p)",,"98058CCD109E3E9689332902DCCA863780F84188",,,"Y","ucs-6300-k9-bundle-infra.3.2.3p.A.bin","1015310926","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6332 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = add595465dab9b594ed587706de74aa4, sha512_checksum = b0c27c71701db542b47a0ee850b1a90a2603982c75a885763129899060221aa27d094a54de6e96a79a9da8058b430eb8999b42be58b706166dab12f1bbd0c81d]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642309","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.2(3p)",,"D1DB496C8EE669616FACA269C08D26519144084F",,,"N","ucs-k9-bundle-b-series.3.2.3p.B.bin","611401213","Software for the UCS B-Series blade server products",,,,"N","[md5_checksum = b9e0b966a6ef7b69bf42837307a9aab5, sha512_checksum = 2372f3385e46dcf48ae7a34511a78fde28ff8b0321f0f047b8ad6548274f42e0965d641cd99eded9f5505402ee8549db80efcfe588b917d11b09ae7392cdeae5]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642309","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.2(3p)",,"CFA2796D174EE333A972A0502B843A7000C59FDE",,,"Y","ucs-mini-k9-bundle-infra.3.2.3p.A.bin","817881032","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6324 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = c1573558a2b4f5d4fa1243122aae8594, sha512_checksum = ef839bd41d7f4aab78d877e45ab03c7ecd57a5c4ad2a87edef48430a9d60642e0f17abe9116d178cdf6b255e6f42b44f5069716bfd8ecd7e33494c6779c5b7b2]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642298","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.2(3p)",,"93989ACCC0506931A1D2C043B8BAEF0CFAE0AA32",,,"Y","ucs-k9-bundle-c-series.3.2.3p.C.bin","1479371273","Software for the UCS C-Series rack-mounted servers. This is software for UCS Manager based C-Series management.",,,,"N","[md5_checksum = 9c5283463d7aa705da46550f8438781b, sha512_checksum = 40717972ff29bace3e69c6f3501aca51978e4d580482c35eaf9d6554dcb1ed6a7cf3d3e18793cb09135085eb300b915f6ce4c445ac97949d4c6de389d4870d2d]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642268","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.2(3p)",,"0AFCB98CFD378F566F0442D4EC202032C5708B4F",,,"Y","ucs-k9-bundle-infra.3.2.3p.A.bin","768521451","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6200 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = eb7608ae04c39440ccf8c80e5ff13a4b, sha512_checksum = 07776920026500cce2e24392118d460b96531347ff2c03f1f4d44cc08f64217fc8ef8b387fd93578a9c4fc8cb78c7d25e5e63c3829a2af8f70d583e289ae30e2]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642291","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.1(3l)",,"730BED5B010BE91100B5D2C87EEA94E96ABB2AC3",,,"Y","ucs-k9-bundle-infra.3.1.3l.A.bin","677743978","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6200 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 124491fb302b875e17a46b4494a60cf3, sha512_checksum = 619523c8e197d790569bf15a991462a7bdfa159d13bcb99aae5d2c3f50a8117d5a105cfe6e443deef90239802ab8dfd8ec6449be24ddb49f0f5a039356220ee8]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642290","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.1(3l)",,"62D065B298EBEECF4D4960798C632D7E5EDB5F01",,,"N","ucs-k9-bundle-b-series.3.1.3l.B.bin","530057142","Software for the UCS B-Series blade server products",,,,"N","[md5_checksum = 046de3706abc401408fa394f28831305, sha512_checksum = 8eaa78ef4b5f50bda67e0c4a6ea8604068f83cc0b1e52b0c5186f28c734022ee631ff0bd146ae159f65351aec3e5c1f3e70c94df10bf41dd4c3f416f7eb0dce3]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642312","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.1(3l)",,"DA70E0C91D5D1FFA59322CDA51D9527AB9F533B4",,,"Y","ucs-6300-k9-bundle-infra.3.1.3l.A.bin","947560239","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6332 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = ed7e922b577a13bc7f654fcdfd21112b, sha512_checksum = 53233892f42dd3363d13ea125c47b8037c00f035ea411b6730d995d462f75ba507b561020bb1b5a817d3cc77d6ff862fad332dc7d15526c7714b8b9a37a474c8]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642272","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.1(3l)",,"1AFF616281CA06AA5536A846C596B862325F1120",,,"Y","ucs-mini-k9-bundle-infra.3.1.3l.A.bin","727929009","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6324 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 944f6fda05a0f13b9f2b3d4feb360646, sha512_checksum = eb936d2e8857e17f39aa200a04eed7e4cc1fec4154c3a904004ed1c13fd00ccf486c2af8417ba139380a567c479335d556224985c8391b41504d2b6f5bd1db0a]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642298","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.1(3l)",,"9428448439ECAB8D136EEB8A65DEAE0D2C4DE288",,,"Y","ucs-k9-bundle-c-series.3.1.3l.C.bin","1169135148","Software for the UCS C-Series rack-mounted servers. This is software for UCS Manager based C-Series management.",,,,"N","[md5_checksum = 0ee75f02b86c5babf15c846a28792947, sha512_checksum = 1cfd130b08d886e0251a99f68afee4187cd98a60f5675785e1c7db4826133d42b0200138ca397eeb93943dd2de687077a1ee1c63edf7de54983a0c8168cffebb]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642282","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.0(2f)",,"4111E94627E842F90963E5C280E2937875EB2999",,,"N","ucs-k9-bundle-b-series.3.0.2f.B.bin","468994459","Software for UCS Mini B-Series blade server products",,,,"N","[md5_checksum = 5ce9cef903ac5b402ad7998e02aa9dcb, sha512_checksum = 8b198147cb96035f46fceb845eb9fa6e130a317f6251a05186cbb066a73372374deeb94af45037aa983e7680a18daebaa01b2cd2bd8a2ff3348be062059dc404]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515643159","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.0(2f)",,"559C62B08812CC81DAEBEC7A4E42134C5D7F6FB3",,,"Y","ucs-k9-bundle-c-series.3.0.2f.C.bin","662475275","Software for the UCS Mini C-Series rack-mounted servers. This is software for C-Series servers connected to UCS Mini",,,,"N","[md5_checksum = d8890a836e17a9c8b06a36567b3a424e, sha512_checksum = b4a2b03ea95f4de9b9244ad1d16dace116ec5f24c0318685d2acf8660a9d90b829a5e667b4a9669e6a5a92d89f3c81c0acbc2151936c72a20ce8f6821bd47518]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515643159","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","3.0(2f)",,"5BEB9B52C529C9F6136613F50FC29B0567F617DD",,,"Y","ucs-mini-k9-bundle-infra.3.0.2f.A.bin","649338855","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6324 Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 4cffb932070c2224b0262235ac0a0406, sha512_checksum = 6d1aca2f348d79f60274c89122032b7d2c8a756b0c9ae27919cfbc7c87ef3d76e533807a81c8b26df99f68ea22690b7e8a79167ae14fad371927d154e7b1de48]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515643181","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","2.2(8m)",,"E75C421EC832D748AEA6E642C6D2BF3F15CBCB51",,,"Y","ucs-k9-bundle-infra.2.2.8m.A.bin","512494828","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6xxx Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = 96a58944aff6f0a6c9ae428c6d584b7b, sha512_checksum = e917838fa8236c4a375caaaa80b7b34c17cc17ddaceae24c78d6af397c8b69a54f38e62db42dfd9e69c6497e968b509a96651c6f86314ac821535ab9d0b8c68f]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515643166","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","2.2(8m)",,"84E7772FF71A903D812C5F4DB027B2DE507316C9",,,"N","ucs-k9-bundle-b-series.2.2.8m.B.bin","581298734","Software for the UCS B-Series blade server products",,,,"N","[md5_checksum = 37a0b868cad93d27a0ae597a6bcb27a8, sha512_checksum = cb356c2a8e725ed0affd22cf0cbb5ac591866f3a4966f8b12e5cda16c550a1146b34df5289f08f19411633da291fd7a10044bbc7b5c180915c1b1c8fa540642c]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642286","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","2.2(8m)",,"5157C6131B74A9BBA2A8240BD8DBC3D5AF4021FE",,,"Y","ucs-k9-bundle-c-series.2.2.8m.C.bin","984455391","Software for the UCS C-Series rack-mounted servers. This is software for UCS Manager based C-Series management.",,,,"N","[md5_checksum = f1fdec1223b3996630432131c054fd5b, sha512_checksum = 4353b59203eed322d93b3d6b81f349dd641d573512e281085acdf913916c246c9df5092d5e9ed887b40234b5672f06f035be87398a30a708792bb8553560e5fe]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642291","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","2.1(3l)",,"6C924B886C1BDEEFCDCD166CD41F9A4D8A8CA18C",,,"N","ucs-k9-bundle-b-series.2.1.3l.B.bin","340387006","Software for the UCS B-Series blade server products",,,,"N","[md5_checksum = 68aced48ab4ab9dc81eff71d0b20b962, sha512_checksum = 42a93e2b84054e260d6386540ac4c2482f7fd22f639e98faec9d416c50c102ce03ab8434233ec51186d7a86bbe8411686fe0afc301b8f5dc32bb0177795a9c59]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642298","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","2.1(3l)",,"99FDE0891503397B3A521721D1FAC46301F0278A",,,"Y","ucs-k9-bundle-infra.2.1.3l.A.bin","480433134","The UCS Infrastructure Software Bundle contains: - NX-OS software for the UCS 6xxx Fabric Interconnects - Firmware for the fabric extenders and I/O modules - UCS Manager - Chassis Management Controller - UCSM Capability Catalog.",,,,"N","[md5_checksum = dca1fd62a013e7d3644a16bd59dc17f8, sha512_checksum = 10b95156eb67b1e9d3ee6da441dcb242152b3ffae336bc27d14a30b0738bc01b71a936e90bdbc1f2bbf04b846e8b4f03b098b40a264f382c1fecca16aefc8cf2]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
,"Cisco.Ucs.ASD.Platform","515642277","kpfKRjwEDtq6f7w9YKI2O0wOy3H6","N","2.1(3l)",,"22276A03122A456D6E7F693C4B15A88EF78605CC",,,"Y","ucs-k9-bundle-c-series.2.1.3l.C.bin","367797719","Software for the UCS C-Series rack-mounted servers. This is software for UCS Manager based C-Series management.",,,,"N","[md5_checksum = eac87be253fa27f42cd415d239aef034, sha512_checksum = 85762e842286171dfbf86692c53f3a54ae8021dc552e85e5e06f793e98fad4287c4e09f6612359d498b068dad51d9842af7d76a7833d80df5fc92746b5fa5572]","System.String[]","Cisco.Ucs.ASD.AsdImageException[]","N",,,,
